Time,Target,Sensor Body,source_file,well_id,target_type,percent_cover,Notes:
7/9/2025 16:59,22.5294,22.2562,Data Log(40).txt,,,,
7/9/2025 16:59,22.4607,22.2407,Data Log(40).txt,,,,
7/9/2025 16:59,21.9232,22.2855,Data Log(41).txt,,,,
7/9/2025 16:59,22.0067,22.2833,Data Log(41).txt,,,,
7/9/2025 16:59,22.0847,22.2808,Data Log(41).txt,,,,
7/9/2025 16:59,22.15,22.2786,Data Log(41).txt,,,,
7/9/2025 16:59,22.2256,22.2771,Data Log(41).txt,,,,
7/9/2025 17:00,22.4632,22.2362,Data Log(40).txt,,,,
7/9/2025 17:00,22.4424,22.2351,Data Log(40).txt,,,,
7/9/2025 17:00,22.4367,22.2348,Data Log(40).txt,,,,
7/9/2025 17:03,22.2768,22.074,Data Log(39).txt,,,,
7/9/2025 17:03,22.2569,22.0717,Data Log(39).txt,,,,
7/9/2025 17:03,22.2784,22.0703,Data Log(39).txt,,,,
7/9/2025 17:03,22.2463,22.0692,Data Log(39).txt,,,,
7/9/2025 17:03,22.2609,22.0678,Data Log(39).txt,,,,
7/11/2025 12:12,26.2523,33.3162,Data Log(38).txt,Patch 1 m of well w/o bare ground,plant,,
7/11/2025 12:12,25.9132,33.31,Data Log(38).txt,Patch 1 m of well w/o bare ground,plant,,
7/11/2025 12:12,25.7241,33.3061,Data Log(38).txt,Patch 1 m of well w/o bare ground,plant,,
7/11/2025 12:12,25.6712,33.3011,Data Log(38).txt,Patch 1 m of well w/o bare ground,plant,,
7/11/2025 12:12,25.7209,33.295,Data Log(38).txt,Patch 1 m of well w/o bare ground,plant,,
7/11/2025 12:25,48.6433,33.1299,Data Log(37).txt,EWR-1,bare ground,,
7/11/2025 12:25,48.7055,33.1308,Data Log(37).txt,EWR-1,bare ground,,
7/11/2025 12:32,23.6338,33.1192,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,23.1715,33.1016,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,23.1169,33.0942,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,22.9749,33.085,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,23.0105,33.0811,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,23.2402,33.0613,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:32,23.1805,33.0589,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:34,22.8639,32.9502,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:34,23.0805,32.9403,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:34,23.0548,32.9365,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:34,23.0372,32.9339,Data Log(37).txt,EWR-1 ,plant,,
7/11/2025 12:35,23.0049,32.9308,Data Log(37).txt,,,,
7/11/2025 12:43,26.3862,32.9741,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:43,26.444,32.9753,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:43,26.3911,32.9761,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:43,26.2339,32.9763,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:43,25.9969,32.9759,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:43,26.1074,32.9685,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:44,26.2275,32.9717,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:44,26.3587,32.9734,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:46,25.4711,32.9062,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:46,25.5156,32.9024,Data Log(36).txt,EWT-2,plant,,
7/11/2025 12:51,30.0183,33.0768,Data Log(35).txt,EET-1,plant,,
7/11/2025 12:51,30.256,33.0911,Data Log(35).txt,EET-1,plant,,
7/11/2025 12:53,61.356,33.1091,Data Log(35).txt,EET-1,bare-thatch,,
7/11/2025 12:53,60.9939,33.1179,Data Log(35).txt,EET-1,bare-thatch,,
7/11/2025 12:58,39.2757,33.1396,Data Log(34).txt,EHT-XC5S,plant,,
7/11/2025 12:58,39.3112,33.1712,Data Log(34).txt,EHT-XC5S,plant,,
7/11/2025 12:59,69.452,33.2944,Data Log(34).txt,EHT-XC5S,bare ground,,
7/11/2025 13:11,30.5418,32.955,Data Log(34).txt,EWT-1,plant,,
7/11/2025 13:11,30.8306,32.9661,Data Log(34).txt,EWT-1,plant,,
7/11/2025 13:13,28.7485,32.9797,Data Log(34).txt,EWT-1,plant,,
7/11/2025 13:13,28.1254,32.9713,Data Log(34).txt,EWT-1,plant,,
7/11/2025 13:18,41.7881,33.1323,Data Log(33).txt,EET-2,plant,,
7/11/2025 13:19,40.4444,33.1533,Data Log(33).txt,EET-2,plant,,
7/11/2025 13:19,40.0054,33.1575,Data Log(33).txt,EET-2,plant,,
7/11/2025 13:21,57.2791,33.2006,Data Log(33).txt,EET-2,thatch,,
7/11/2025 13:21,58.7957,33.2271,Data Log(33).txt,EET-2,thatch,,
7/11/2025 13:25,36.6185,33.3265,Data Log(33).txt,EHT-XA5S,plant,,
7/11/2025 13:25,37.3185,33.3459,Data Log(33).txt,EHT-XA5S,plant,,
7/11/2025 13:27,60.6504,33.4794,Data Log(33).txt,EHT-XA5S,bare ground,,
7/11/2025 13:28,58.7081,33.5768,Data Log(33).txt,EHT-XA5S,bare ground,,
7/11/2025 14:09,31.5052,35.184,Data Log(32).txt,KHR-1,plant,,
7/11/2025 14:10,31.5786,35.1844,Data Log(32).txt,KHR-1,plant,,
7/11/2025 14:11,53.2237,35.0036,Data Log(32).txt,KHR-1,bare ground,,
7/11/2025 14:12,-43.9553,35.0243,Data Log(32).txt,KHR-1,sky,,
7/11/2025 14:17,37.4604,34.5695,Data Log(31).txt,KER-1,plant,,
7/11/2025 14:18,37.1558,34.5561,Data Log(31).txt,KER-1,plant,,
7/11/2025 14:19,31.0188,34.507,Data Log(31).txt,KER-1,thatch,,
7/11/2025 14:34,30.0014,33.6288,Data Log(30).txt,KHT-XE5S,plant,,
7/11/2025 14:34,30.4004,33.6349,Data Log(30).txt,KHT-XE5S,plant,,
7/11/2025 14:34,42.3176,33.6481,Data Log(30).txt,KHT-XE5S,thatch,,
7/11/2025 14:38,31.9104,33.0447,Data Log(30).txt,KET-1,plant,,
7/11/2025 14:38,31.5419,33.0487,Data Log(30).txt,KET-1,plant,,
7/11/2025 14:43,24.8208,33.0548,Data Log(29).txt,KWT-1,plant,,
7/11/2025 14:44,23.5868,33.0168,Data Log(29).txt,KWT-1,plant,,
7/11/2025 14:44,23.3896,32.9597,Data Log(29).txt,KWT-1,plant,,
7/11/2025 14:52,25.0408,32.6159,Data Log(27).txt,KWT-2,plant,,
7/11/2025 14:52,25.6493,32.5962,Data Log(27).txt,KWT-3,plant,,
7/11/2025 15:06,18.9511,32.2189,Data Log(26).txt,KEF-1,plant,,
7/11/2025 15:06,18.6844,32.157,Data Log(26).txt,KEF-1,plant,,
7/11/2025 15:07,25.1232,32.0261,Data Log(26).txt,KEF-1,plant,,
7/11/2025 15:07,24.9984,32.0097,Data Log(26).txt,KEF-1,plant,,
7/11/2025 15:09,32.3575,31.8137,Data Log(26).txt,KHF-1,plant,,
7/11/2025 15:10,32.7451,31.822,Data Log(26).txt,KHF-1,plant,,
7/11/2025 15:11,58.9274,31.9155,Data Log(26).txt,KHF-1,bare ground,,
7/11/2025 15:11,58.6341,31.9444,Data Log(26).txt,KHF-1,bare ground,,
7/11/2025 15:17,26.7995,32.3141,Data Log(25).txt,KWR-1,plant,,
7/11/2025 15:17,27.0742,32.3168,Data Log(25).txt,KWR-1,plant,,
7/11/2025 15:22,31.8436,32.7365,Data Log(25).txt,KER-1,plant,,
7/11/2025 15:22,31.5378,32.7902,Data Log(25).txt,KER-1,plant,,
7/11/2025 15:23,31.5754,32.7932,Data Log(25).txt,KER-1,plant,,
7/29/2025 10:19,17.9344,20.5912,Data Log(24).txt,EWR-1,plant,100,
7/29/2025 10:19,17.7922,20.6024,Data Log(24).txt,EWR-1,plant,100,
7/29/2025 10:19,17.7768,20.611,Data Log(24).txt,EWR-1,plant,100,
7/29/2025 10:22,-44.1527,21.2913,Data Log(23).txt,EWR-1,sky,,
7/29/2025 10:22,-44.0415,21.3427,Data Log(23).txt,EWR-1,sky,,
7/29/2025 10:29,23.4055,22.6603,Data Log(22).txt,EWT-2,plant,,
7/29/2025 10:30,23.3276,22.6873,Data Log(22).txt,EWT-2,plant,,
7/29/2025 10:30,23.335,22.7031,Data Log(22).txt,EWT-2,plant,,
7/29/2025 10:30,23.3604,22.7162,Data Log(22).txt,EWT-2,plant,,
7/29/2025 10:30,23.3691,22.7191,Data Log(22).txt,EWT-2,plant,,
7/29/2025 10:30,23.3762,22.7211,Data Log(22).txt,EWT-2,plant,,
