,Unnamed: 0,DT,baro LEVEL,Date,Time,ms,TEMPERATURE,logger LEVEL,Compensated Level
0,0,2018-07-15 17:30:00,8.5485574928,7/15/2018,05:30:00 pm,0,9.684,8.5722,0.0236425071999999
1,1,2018-07-15 17:40:00,8.549827044199999,7/15/2018,05:40:00 pm,0,9.672,8.5708,0.0209729558000013
2,2,2018-07-15 17:50:00,8.55154629212,7/15/2018,05:50:00 pm,0,9.662,8.5705,0.0189537078799997
3,3,2018-07-15 18:00:00,8.55316050888,7/15/2018,06:00:00 pm,0,9.655,8.5699,0.0167394911200009
4,4,2018-07-15 18:10:00,8.55360714624,7/15/2018,06:10:00 pm,0,9.648,8.5698,0.0161928537600015
5,5,2018-07-15 18:20:00,8.5547013058,7/15/2018,06:20:00 pm,0,9.643,8.5697,0.0149986941999991
6,6,2018-07-15 18:30:00,8.5556955328,7/15/2018,06:30:00 pm,0,9.639,8.5701,0.0144044672000003
7,7,2018-07-15 18:40:00,8.55394977216,7/15/2018,06:40:00 pm,0,9.634,8.5706,0.0166502278400013
8,8,2018-07-15 18:50:00,8.556720351400001,7/15/2018,06:50:00 pm,0,9.631,8.5713,0.0145796485999998
9,9,2018-07-15 19:00:00,8.5592594542,7/15/2018,07:00:00 pm,0,9.628,8.5728,0.0135405458000015
10,10,2018-07-15 19:10:00,8.55616766316,7/15/2018,07:10:00 pm,0,9.625,8.5741,0.0179323368399995
11,11,2018-07-15 19:20:00,8.55931145992,7/15/2018,07:20:00 pm,0,9.623,8.5752,0.0158885400800006
12,12,2018-07-15 19:30:00,8.56218910976,7/15/2018,07:30:00 pm,0,9.622,8.5767,0.0145108902400004
13,13,2018-07-15 19:40:00,8.55849262476,7/15/2018,07:40:00 pm,0,9.619,8.5787,0.02020737524
14,14,2018-07-15 19:50:00,8.55823055672,7/15/2018,07:50:00 pm,0,9.618,8.5807,0.0224694432800003
15,15,2018-07-15 20:00:00,8.55798888308,7/15/2018,08:00:00 pm,0,9.617,8.583,0.02501111692
16,16,2018-07-15 20:10:00,8.558169373519998,7/15/2018,08:10:00 pm,0,9.615,8.5849,0.0267306264800009
17,17,2018-07-15 20:20:00,8.558633346119999,7/15/2018,08:20:00 pm,0,9.614,8.587,0.0283666538800009
18,18,2018-07-15 20:30:00,8.559082022919998,7/15/2018,08:30:00 pm,0,9.613,8.5887,0.0296179770800009
19,19,2018-07-15 20:40:00,8.55992431164,7/15/2018,08:40:00 pm,0,9.612,8.5896,0.0296756883600011
20,20,2018-07-15 20:50:00,8.56199944184,7/15/2018,08:50:00 pm,0,9.611,8.5903,0.0283005581599997
21,21,2018-07-15 21:00:00,8.56390121964,7/15/2018,09:00:00 pm,0,9.61,8.5914,0.0274987803600001
22,22,2018-07-15 21:10:00,8.56161398768,7/15/2018,09:10:00 pm,0,9.61,8.5926,0.0309860123199996
23,23,2018-07-15 21:20:00,8.5624052904,7/15/2018,09:20:00 pm,0,9.609,8.5935,0.0310947096000013
24,24,2018-07-15 21:30:00,8.5631802776,7/15/2018,09:30:00 pm,0,9.608,8.5947,0.0315197223999987
25,25,2018-07-15 21:40:00,8.565240112,7/15/2018,09:40:00 pm,0,9.608,8.5958,0.0305598880000008
26,26,2018-07-15 21:50:00,8.563007944919999,7/15/2018,09:50:00 pm,0,9.608,8.5972,0.0341920550800018
27,27,2018-07-15 22:00:00,8.56101133316,7/15/2018,10:00:00 pm,0,9.607,8.598,0.036988666840001
28,28,2018-07-15 22:10:00,8.566291443319999,7/15/2018,10:10:00 pm,0,9.607,8.5985,0.0322085566800005
29,29,2018-07-15 22:20:00,8.566642226999999,7/15/2018,10:20:00 pm,0,9.607,8.5994,0.0327577730000001
30,30,2018-07-15 22:30:00,8.566938965519999,7/15/2018,10:30:00 pm,0,9.607,8.6003,0.0333610344800021
31,31,2018-07-15 22:40:00,8.565089193439999,7/15/2018,10:40:00 pm,0,9.606,8.601,0.0359108065600022
32,32,2018-07-15 22:50:00,8.56392161404,7/15/2018,10:50:00 pm,0,9.607,8.6017,0.0377783859599993
33,33,2018-07-15 23:00:00,8.562917189839998,7/15/2018,11:00:00 pm,0,9.606,8.6027,0.0397828101600019
34,34,2018-07-15 23:10:00,8.568021908159999,7/15/2018,11:10:00 pm,0,9.607,8.6041,0.0360780918400021
35,35,2018-07-15 23:20:00,8.567038898079998,7/15/2018,11:20:00 pm,0,9.607,8.605,0.0379611019200023
36,36,2018-07-15 23:30:00,8.566139505039999,7/15/2018,11:30:00 pm,0,9.606,8.6062,0.0400604949600005
37,37,2018-07-15 23:40:00,8.567415174759999,7/15/2018,11:40:00 pm,0,9.607,8.6068,0.0393848252400008
38,38,2018-07-15 23:50:00,8.565565402679999,7/15/2018,11:50:00 pm,0,9.607,8.6069,0.0413345973200005
