deploy_end,deploy_start,deployment_id,deploy_year,well_id,DT,Date,Time,raw_Level_m,TEMPERATURE,end_date_x,cut_start,cut_end,temp_threshold,end_date_y,Rate of Change
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:00:00,6/22/2024,10:00:00 am,8.7721,4.165,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:10:00,6/22/2024,10:10:00 am,8.7704,4.166,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:20:00,6/22/2024,10:20:00 am,8.7686,4.166,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:30:00,6/22/2024,10:30:00 am,8.7666,4.166,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:40:00,6/22/2024,10:40:00 am,8.7654,4.166,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 10:50:00,6/22/2024,10:50:00 am,8.7641,4.167,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:00:00,6/22/2024,11:00:00 am,8.7637,4.168,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:10:00,6/22/2024,11:10:00 am,8.7632,4.168,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:20:00,6/22/2024,11:20:00 am,8.7633,4.168,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:30:00,6/22/2024,11:30:00 am,8.7628,4.169,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:40:00,6/22/2024,11:40:00 am,8.7629,4.169,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 11:50:00,6/22/2024,11:50:00 am,8.7621,4.17,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:00:00,6/22/2024,12:00:00 pm,8.7621,4.17,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:10:00,6/22/2024,12:10:00 pm,8.7613,4.17,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:20:00,6/22/2024,12:20:00 pm,8.7617,4.171,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:30:00,6/22/2024,12:30:00 pm,8.7611,4.171,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:40:00,6/22/2024,12:40:00 pm,8.7616,4.171,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 12:50:00,6/22/2024,12:50:00 pm,8.7615,4.173,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.00019999999999997797
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:00:00,6/22/2024,01:00:00 pm,8.7616,4.173,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:10:00,6/22/2024,01:10:00 pm,8.7605,4.173,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:20:00,6/22/2024,01:20:00 pm,8.7605,4.174,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:30:00,6/22/2024,01:30:00 pm,8.7604,4.174,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:40:00,6/22/2024,01:40:00 pm,8.7594,4.174,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 13:50:00,6/22/2024,01:50:00 pm,8.7585,4.175,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:00:00,6/22/2024,02:00:00 pm,8.7575,4.176,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:10:00,6/22/2024,02:10:00 pm,8.7564,4.176,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:20:00,6/22/2024,02:20:00 pm,8.7559,4.176,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:30:00,6/22/2024,02:30:00 pm,8.7558,4.177,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:40:00,6/22/2024,02:40:00 pm,8.7558,4.177,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 14:50:00,6/22/2024,02:50:00 pm,8.7561,4.178,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:00:00,6/22/2024,03:00:00 pm,8.7559,4.178,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:10:00,6/22/2024,03:10:00 pm,8.7554,4.178,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:20:00,6/22/2024,03:20:00 pm,8.7544,4.179,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:30:00,6/22/2024,03:30:00 pm,8.7541,4.179,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:40:00,6/22/2024,03:40:00 pm,8.7535,4.18,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 15:50:00,6/22/2024,03:50:00 pm,8.7527,4.18,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:00:00,6/22/2024,04:00:00 pm,8.7524,4.18,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:10:00,6/22/2024,04:10:00 pm,8.7525,4.181,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:20:00,6/22/2024,04:20:00 pm,8.751,4.181,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:30:00,6/22/2024,04:30:00 pm,8.7511,4.182,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:40:00,6/22/2024,04:40:00 pm,8.7512,4.182,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 16:50:00,6/22/2024,04:50:00 pm,8.7512,4.182,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:00:00,6/22/2024,05:00:00 pm,8.751,4.183,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:10:00,6/22/2024,05:10:00 pm,8.7502,4.184,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:20:00,6/22/2024,05:20:00 pm,8.75,4.183,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:30:00,6/22/2024,05:30:00 pm,8.7497,4.184,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:40:00,6/22/2024,05:40:00 pm,8.7501,4.184,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 17:50:00,6/22/2024,05:50:00 pm,8.7498,4.185,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:00:00,6/22/2024,06:00:00 pm,8.75,4.186,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:10:00,6/22/2024,06:10:00 pm,8.7497,4.186,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:20:00,6/22/2024,06:20:00 pm,8.7499,4.186,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:30:00,6/22/2024,06:30:00 pm,8.75,4.187,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:40:00,6/22/2024,06:40:00 pm,8.7501,4.187,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 18:50:00,6/22/2024,06:50:00 pm,8.7504,4.188,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:00:00,6/22/2024,07:00:00 pm,8.7506,4.188,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:10:00,6/22/2024,07:10:00 pm,8.7514,4.188,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:20:00,6/22/2024,07:20:00 pm,8.7522,4.188,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:30:00,6/22/2024,07:30:00 pm,8.7538,4.189,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:40:00,6/22/2024,07:40:00 pm,8.7545,4.19,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0001000000000000334
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 19:50:00,6/22/2024,07:50:00 pm,8.7554,4.19,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 20:00:00,6/22/2024,08:00:00 pm,8.7565,4.19,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,0.0
2024-07-12 23:59:00,2024-06-02,EWT-1_2024_0602_0712,2024,EWT-1,2024-06-22 20:10:00,6/22/2024,08:10:00 pm,8.7572,4.191,2024-07-12,2024-06-02 12:28:00,2024-07-12 07:30:00,0.01,2024-07-12,9.999999999994457e-05
