well_id,Date,Time,ms,DT,raw_Level_m,TEMPERATURE,Rate of Change
KWT-1,6/24/2025,06:10:00 pm,0,2025-06-24 18:10:00,8.9144,8.61,0.021499999999999984
KWT-1,6/24/2025,06:20:00 pm,0,2025-06-24 18:20:00,8.9115,8.395,0.00990000000000002
KWT-1,6/24/2025,06:30:00 pm,0,2025-06-24 18:30:00,8.9104,8.296,0.006299999999999884
KWT-1,6/24/2025,06:40:00 pm,0,2025-06-24 18:40:00,8.9093,8.233,0.004600000000000115
KWT-1,6/24/2025,06:50:00 pm,0,2025-06-24 18:50:00,8.9085,8.187,0.0026999999999999247
KWT-1,6/24/2025,07:00:00 pm,0,2025-06-24 19:00:00,8.9085,8.16,0.002200000000000024
KWT-1,6/24/2025,07:10:00 pm,0,2025-06-24 19:10:00,8.9087,8.138,0.0016000000000000014
KWT-1,6/24/2025,07:20:00 pm,0,2025-06-24 19:20:00,8.9088,8.122,0.00129999999999999
KWT-1,6/24/2025,07:30:00 pm,0,2025-06-24 19:30:00,8.9095,8.109,0.0010999999999999233
KWT-1,6/24/2025,07:40:00 pm,0,2025-06-24 19:40:00,8.9109,8.098,0.0009000000000000341
KWT-1,6/24/2025,07:50:00 pm,0,2025-06-24 19:50:00,8.9113,8.089,0.0006000000000000227
KWT-1,6/24/2025,08:00:00 pm,0,2025-06-24 20:00:00,8.9117,8.083,0.0005000000000000782
KWT-1,6/24/2025,08:10:00 pm,0,2025-06-24 20:10:00,8.9124,8.078,0.00039999999999995595
KWT-1,6/24/2025,08:20:00 pm,0,2025-06-24 20:20:00,8.913,8.074,0.00039999999999995595
KWT-1,6/24/2025,08:30:00 pm,0,2025-06-24 20:30:00,8.9132,8.07,0.0002000000000000668
KWT-1,6/24/2025,08:40:00 pm,0,2025-06-24 20:40:00,8.9136,8.068,0.00039999999999995595
KWT-1,6/24/2025,08:50:00 pm,0,2025-06-24 20:50:00,8.9142,8.064,9.999999999994457e-05
KWT-1,6/24/2025,09:00:00 pm,0,2025-06-24 21:00:00,8.9146,8.063,0.00030000000000001136
KWT-1,6/24/2025,09:10:00 pm,0,2025-06-24 21:10:00,8.9156,8.06,0.0002000000000000668
KWT-1,6/24/2025,09:20:00 pm,0,2025-06-24 21:20:00,8.9234,8.058,0.0
KWT-1,6/24/2025,09:30:00 pm,0,2025-06-24 21:30:00,8.9256,8.058,0.0002000000000000668
KWT-1,6/24/2025,09:40:00 pm,0,2025-06-24 21:40:00,8.9284,8.056,0.0
KWT-1,6/24/2025,09:50:00 pm,0,2025-06-24 21:50:00,8.9294,8.056,0.00019999999999988915
KWT-1,6/24/2025,10:00:00 pm,0,2025-06-24 22:00:00,8.9309,8.054,0.0
KWT-1,6/24/2025,10:10:00 pm,0,2025-06-24 22:10:00,8.934,8.054,0.0
KWT-1,6/24/2025,10:20:00 pm,0,2025-06-24 22:20:00,8.935,8.054,0.0
KWT-1,6/24/2025,10:30:00 pm,0,2025-06-24 22:30:00,8.9367,8.054,0.00030000000000001136
KWT-1,6/24/2025,10:40:00 pm,0,2025-06-24 22:40:00,8.9374,8.051,0.0
KWT-1,6/24/2025,10:50:00 pm,0,2025-06-24 22:50:00,8.9379,8.051,0.0
KWT-1,6/24/2025,11:00:00 pm,0,2025-06-24 23:00:00,8.9383,8.051,9.999999999994457e-05
KWT-1,6/24/2025,11:10:00 pm,0,2025-06-24 23:10:00,8.9391,8.05,0.00010000000000012221
KWT-1,6/24/2025,11:20:00 pm,0,2025-06-24 23:20:00,8.941,8.049,0.00010000000000012221
KWT-1,6/24/2025,11:30:00 pm,0,2025-06-24 23:30:00,8.9414,8.05,0.0
KWT-1,6/24/2025,11:40:00 pm,0,2025-06-24 23:40:00,8.9422,8.05,0.0002000000000000668
KWT-1,6/24/2025,11:50:00 pm,0,2025-06-24 23:50:00,8.9425,8.048,9.999999999994457e-05
KWT-1,6/25/2025,12:00:00 am,0,2025-06-25 00:00:00,8.9426,8.047,0.00019999999999988915
KWT-1,6/25/2025,12:10:00 am,0,2025-06-25 00:10:00,8.9422,8.049,0.0
KWT-1,6/25/2025,12:20:00 am,0,2025-06-25 00:20:00,8.9423,8.049,0.00019999999999988915
KWT-1,6/25/2025,12:30:00 am,0,2025-06-25 00:30:00,8.9425,8.047,0.0
KWT-1,6/25/2025,12:40:00 am,0,2025-06-25 00:40:00,8.9428,8.047,9.999999999994457e-05
KWT-1,6/25/2025,12:50:00 am,0,2025-06-25 00:50:00,8.9427,8.048,0.0
KWT-1,6/25/2025,01:00:00 am,0,2025-06-25 01:00:00,8.9432,8.048,9.999999999994457e-05
KWT-1,6/25/2025,01:10:00 am,0,2025-06-25 01:10:00,8.9438,8.047,9.999999999994457e-05
KWT-1,6/25/2025,01:20:00 am,0,2025-06-25 01:20:00,8.9438,8.048,0.0002000000000000668
KWT-1,6/25/2025,01:30:00 am,0,2025-06-25 01:30:00,8.9442,8.046,9.999999999994457e-05
KWT-1,6/25/2025,01:40:00 am,0,2025-06-25 01:40:00,8.9438,8.045,9.999999999994457e-05
KWT-1,6/25/2025,01:50:00 am,0,2025-06-25 01:50:00,8.9439,8.046,0.0
KWT-1,6/25/2025,02:00:00 am,0,2025-06-25 02:00:00,8.9441,8.046,9.999999999994457e-05
KWT-1,6/25/2025,02:10:00 am,0,2025-06-25 02:10:00,8.9449,8.045,0.0
KWT-1,6/25/2025,02:20:00 am,0,2025-06-25 02:20:00,8.9458,8.045,9.999999999994457e-05
KWT-1,6/25/2025,02:30:00 am,0,2025-06-25 02:30:00,8.9463,8.046,0.00010000000000012221
KWT-1,6/25/2025,02:40:00 am,0,2025-06-25 02:40:00,8.9466,8.047,0.0002000000000000668
KWT-1,6/25/2025,02:50:00 am,0,2025-06-25 02:50:00,8.9469,8.045,0.0002000000000000668
KWT-1,6/25/2025,03:00:00 am,0,2025-06-25 03:00:00,8.9473,8.047,0.0002000000000000668
KWT-1,6/25/2025,03:10:00 am,0,2025-06-25 03:10:00,8.9474,8.045,9.999999999994457e-05
KWT-1,6/25/2025,03:20:00 am,0,2025-06-25 03:20:00,8.9477,8.046,9.999999999994457e-05
KWT-1,6/25/2025,03:30:00 am,0,2025-06-25 03:30:00,8.9476,8.045,0.0002000000000000668
KWT-1,6/25/2025,03:40:00 am,0,2025-06-25 03:40:00,8.9477,8.047,0.0002000000000000668
KWT-1,6/25/2025,03:50:00 am,0,2025-06-25 03:50:00,8.948,8.045,9.999999999994457e-05
KWT-1,6/25/2025,04:00:00 am,0,2025-06-25 04:00:00,8.9479,8.046,9.999999999994457e-05
KWT-1,6/25/2025,04:10:00 am,0,2025-06-25 04:10:00,8.9487,8.045,0.0002000000000000668
KWT-1,6/25/2025,04:20:00 am,0,2025-06-25 04:20:00,8.9491,8.047,0.00010000000000012221
KWT-1,6/25/2025,04:30:00 am,0,2025-06-25 04:30:00,8.9502,8.046,0.0
KWT-1,6/25/2025,04:40:00 am,0,2025-06-25 04:40:00,8.9509,8.046,0.00010000000000012221
KWT-1,6/25/2025,04:50:00 am,0,2025-06-25 04:50:00,8.9514,8.047,0.00010000000000012221
KWT-1,6/25/2025,05:00:00 am,0,2025-06-25 05:00:00,8.9519,8.046,9.999999999994457e-05
KWT-1,6/25/2025,05:10:00 am,0,2025-06-25 05:10:00,8.9526,8.045,9.999999999994457e-05
KWT-1,6/25/2025,05:20:00 am,0,2025-06-25 05:20:00,8.9534,8.044,0.00019999999999988915
KWT-1,6/25/2025,05:30:00 am,0,2025-06-25 05:30:00,8.9547,8.046,0.00010000000000012221
KWT-1,6/25/2025,05:40:00 am,0,2025-06-25 05:40:00,8.9555,8.047,0.00010000000000012221
KWT-1,6/25/2025,05:50:00 am,0,2025-06-25 05:50:00,8.9559,8.046,0.0
KWT-1,6/25/2025,06:00:00 am,0,2025-06-25 06:00:00,8.956,8.046,0.0
KWT-1,6/25/2025,06:10:00 am,0,2025-06-25 06:10:00,8.9563,8.046,9.999999999994457e-05
KWT-1,6/25/2025,06:20:00 am,0,2025-06-25 06:20:00,8.9565,8.045,0.0002000000000000668
KWT-1,6/25/2025,06:30:00 am,0,2025-06-25 06:30:00,8.9568,8.047,0.00030000000000001136
KWT-1,6/25/2025,06:40:00 am,0,2025-06-25 06:40:00,8.957,8.044,0.00019999999999988915
KWT-1,6/25/2025,06:50:00 am,0,2025-06-25 06:50:00,8.9569,8.046,0.00010000000000012221
KWT-1,6/25/2025,07:00:00 am,0,2025-06-25 07:00:00,8.957,8.047,0.0
KWT-1,6/25/2025,07:10:00 am,0,2025-06-25 07:10:00,8.9569,8.047,0.00010000000000012221
KWT-1,6/25/2025,07:20:00 am,0,2025-06-25 07:20:00,8.9572,8.046,0.0002000000000000668
KWT-1,6/25/2025,07:30:00 am,0,2025-06-25 07:30:00,8.9572,8.048,0.0002000000000000668
KWT-1,6/25/2025,07:40:00 am,0,2025-06-25 07:40:00,8.9573,8.046,0.0002000000000000668
KWT-1,6/25/2025,07:50:00 am,0,2025-06-25 07:50:00,8.9576,8.048,9.999999999994457e-05
KWT-1,6/25/2025,08:00:00 am,0,2025-06-25 08:00:00,8.9577,8.047,0.00010000000000012221
KWT-1,6/25/2025,08:10:00 am,0,2025-06-25 08:10:00,8.9577,8.046,0.0002000000000000668
KWT-1,6/25/2025,08:20:00 am,0,2025-06-25 08:20:00,8.9579,8.048,9.999999999994457e-05
KWT-1,6/25/2025,08:30:00 am,0,2025-06-25 08:30:00,8.9581,8.047,0.00030000000000001136
KWT-1,6/25/2025,08:40:00 am,0,2025-06-25 08:40:00,8.958,8.05,0.00010000000000012221
KWT-1,6/25/2025,08:50:00 am,0,2025-06-25 08:50:00,8.9577,8.049,9.999999999994457e-05
KWT-1,6/25/2025,09:00:00 am,0,2025-06-25 09:00:00,8.9576,8.048,9.999999999994457e-05
KWT-1,6/25/2025,09:10:00 am,0,2025-06-25 09:10:00,8.9571,8.049,9.999999999994457e-05
KWT-1,6/25/2025,09:20:00 am,0,2025-06-25 09:20:00,8.9567,8.048,9.999999999994457e-05
KWT-1,6/25/2025,09:30:00 am,0,2025-06-25 09:30:00,8.9561,8.049,0.0
KWT-1,6/25/2025,09:40:00 am,0,2025-06-25 09:40:00,8.9556,8.049,9.999999999994457e-05
KWT-1,6/25/2025,09:50:00 am,0,2025-06-25 09:50:00,8.9552,8.048,0.00039999999999995595
KWT-1,6/25/2025,10:00:00 am,0,2025-06-25 10:00:00,8.9546,8.052,0.00039999999999995595
KWT-1,6/25/2025,10:10:00 am,0,2025-06-25 10:10:00,8.9539,8.048,0.0002000000000000668
KWT-1,6/25/2025,10:20:00 am,0,2025-06-25 10:20:00,8.9536,8.05,0.00010000000000012221
KWT-1,6/25/2025,10:30:00 am,0,2025-06-25 10:30:00,8.9527,8.049,0.0
KWT-1,6/25/2025,10:40:00 am,0,2025-06-25 10:40:00,8.9522,8.049,0.00010000000000012221
KWT-1,6/25/2025,10:50:00 am,0,2025-06-25 10:50:00,8.9516,8.05,0.00010000000000012221
KWT-1,6/25/2025,11:00:00 am,0,2025-06-25 11:00:00,8.9512,8.049,9.999999999994457e-05
KWT-1,6/25/2025,11:10:00 am,0,2025-06-25 11:10:00,8.9506,8.048,0.0002000000000000668
KWT-1,6/25/2025,11:20:00 am,0,2025-06-25 11:20:00,8.9499,8.05,9.999999999994457e-05
KWT-1,6/25/2025,11:30:00 am,0,2025-06-25 11:30:00,8.9493,8.051,0.0
KWT-1,6/25/2025,11:40:00 am,0,2025-06-25 11:40:00,8.9487,8.051,0.0
KWT-1,6/25/2025,11:50:00 am,0,2025-06-25 11:50:00,8.948,8.051,9.999999999994457e-05
KWT-1,6/25/2025,12:00:00 pm,0,2025-06-25 12:00:00,8.9473,8.052,9.999999999994457e-05
KWT-1,6/25/2025,12:10:00 pm,0,2025-06-25 12:10:00,8.9466,8.051,0.0002000000000000668
KWT-1,6/25/2025,12:20:00 pm,0,2025-06-25 12:20:00,8.9448,8.049,0.0002000000000000668
KWT-1,6/25/2025,12:30:00 pm,0,2025-06-25 12:30:00,8.9434,8.051,9.999999999994457e-05
KWT-1,6/25/2025,12:40:00 pm,0,2025-06-25 12:40:00,8.9419,8.05,9.999999999994457e-05
KWT-1,6/25/2025,12:50:00 pm,0,2025-06-25 12:50:00,8.9402,8.051,9.999999999994457e-05
KWT-1,6/25/2025,01:00:00 pm,0,2025-06-25 13:00:00,8.939,8.05,0.0
KWT-1,6/25/2025,01:10:00 pm,0,2025-06-25 13:10:00,8.9381,8.05,0.0
KWT-1,6/25/2025,01:20:00 pm,0,2025-06-25 13:20:00,8.9369,8.05,9.999999999994457e-05
KWT-1,6/25/2025,01:30:00 pm,0,2025-06-25 13:30:00,8.9365,8.051,9.999999999994457e-05
KWT-1,6/25/2025,01:40:00 pm,0,2025-06-25 13:40:00,8.9351,8.052,0.00019999999999988915
KWT-1,6/25/2025,01:50:00 pm,0,2025-06-25 13:50:00,8.9344,8.05,0.00019999999999988915
KWT-1,6/25/2025,02:00:00 pm,0,2025-06-25 14:00:00,8.9341,8.052,0.00019999999999988915
KWT-1,6/25/2025,02:10:00 pm,0,2025-06-25 14:10:00,8.9337,8.05,0.00030000000000001136
KWT-1,6/25/2025,02:20:00 pm,0,2025-06-25 14:20:00,8.9322,8.053,0.0002000000000000668
KWT-1,6/25/2025,02:30:00 pm,0,2025-06-25 14:30:00,8.932,8.051,0.0002000000000000668
KWT-1,6/25/2025,02:40:00 pm,0,2025-06-25 14:40:00,8.9318,8.053,0.0002000000000000668
KWT-1,6/25/2025,02:50:00 pm,0,2025-06-25 14:50:00,8.9318,8.051,0.0
KWT-1,6/25/2025,03:00:00 pm,0,2025-06-25 15:00:00,8.9318,8.051,9.999999999994457e-05
KWT-1,6/25/2025,03:10:00 pm,0,2025-06-25 15:10:00,8.9315,8.052,0.00019999999999988915
KWT-1,6/25/2025,03:20:00 pm,0,2025-06-25 15:20:00,8.9309,8.05,0.00019999999999988915
KWT-1,6/25/2025,03:30:00 pm,0,2025-06-25 15:30:00,8.9304,8.052,0.00010000000000012221
KWT-1,6/25/2025,03:40:00 pm,0,2025-06-25 15:40:00,8.93,8.053,0.0002000000000000668
KWT-1,6/25/2025,03:50:00 pm,0,2025-06-25 15:50:00,8.9286,8.051,0.0
KWT-1,6/25/2025,04:00:00 pm,0,2025-06-25 16:00:00,8.9281,8.051,9.999999999994457e-05
KWT-1,6/25/2025,04:10:00 pm,0,2025-06-25 16:10:00,8.928,8.052,9.999999999994457e-05
KWT-1,6/25/2025,04:20:00 pm,0,2025-06-25 16:20:00,8.9276,8.051,9.999999999994457e-05
KWT-1,6/25/2025,04:30:00 pm,0,2025-06-25 16:30:00,8.9271,8.052,0.00010000000000012221
KWT-1,6/25/2025,04:40:00 pm,0,2025-06-25 16:40:00,8.9267,8.053,0.0002000000000000668
KWT-1,6/25/2025,04:50:00 pm,0,2025-06-25 16:50:00,8.9253,8.051,9.999999999994457e-05
KWT-1,6/25/2025,05:00:00 pm,0,2025-06-25 17:00:00,8.9242,8.052,9.999999999994457e-05
KWT-1,6/25/2025,05:10:00 pm,0,2025-06-25 17:10:00,8.9233,8.051,0.0002000000000000668
KWT-1,6/25/2025,05:20:00 pm,0,2025-06-25 17:20:00,8.923,8.053,0.00010000000000012221
KWT-1,6/25/2025,05:30:00 pm,0,2025-06-25 17:30:00,8.9225,8.052,0.0
KWT-1,6/25/2025,05:40:00 pm,0,2025-06-25 17:40:00,8.9221,8.052,9.999999999994457e-05
KWT-1,6/25/2025,05:50:00 pm,0,2025-06-25 17:50:00,8.9219,8.051,0.0002000000000000668
KWT-1,6/25/2025,06:00:00 pm,0,2025-06-25 18:00:00,8.9217,8.053,0.00010000000000012221
KWT-1,6/25/2025,06:10:00 pm,0,2025-06-25 18:10:00,8.9206,8.052,0.00010000000000012221
KWT-1,6/25/2025,06:20:00 pm,0,2025-06-25 18:20:00,8.9201,8.053,0.0
KWT-1,6/25/2025,06:30:00 pm,0,2025-06-25 18:30:00,8.92,8.053,0.0
KWT-1,6/25/2025,06:40:00 pm,0,2025-06-25 18:40:00,8.9198,8.053,9.999999999994457e-05
KWT-1,6/25/2025,06:50:00 pm,0,2025-06-25 18:50:00,8.9192,8.054,0.0002000000000000668
KWT-1,6/25/2025,07:00:00 pm,0,2025-06-25 19:00:00,8.9191,8.052,0.0002000000000000668
KWT-1,6/25/2025,07:10:00 pm,0,2025-06-25 19:10:00,8.9191,8.054,9.999999999994457e-05
KWT-1,6/25/2025,07:20:00 pm,0,2025-06-25 19:20:00,8.9189,8.055,0.00039999999999995595
KWT-1,6/25/2025,07:30:00 pm,0,2025-06-25 19:30:00,8.9188,8.051,9.999999999994457e-05
KWT-1,6/25/2025,07:40:00 pm,0,2025-06-25 19:40:00,8.9188,8.052,0.00030000000000001136
KWT-1,6/25/2025,07:50:00 pm,0,2025-06-25 19:50:00,8.9189,8.055,9.999999999994457e-05
KWT-1,6/25/2025,08:00:00 pm,0,2025-06-25 20:00:00,8.9188,8.054,9.999999999994457e-05
KWT-1,6/25/2025,08:10:00 pm,0,2025-06-25 20:10:00,8.9189,8.053,9.999999999994457e-05
