,well_id,Date,Time,ms,DT,raw_LEVEL_m,TEMPERATURE,Rate of Change
0,EHR-1,8/26/2018,06:00:00 pm,0,2018-08-26 18:00:00,8.5329,10.707,0.00470000000000006
1,EHR-1,8/26/2018,06:10:00 pm,0,2018-08-26 18:10:00,8.5328,10.66,0.0028999999999999916
2,EHR-1,8/26/2018,06:20:00 pm,0,2018-08-26 18:20:00,8.5319,10.631,0.0019999999999999575
3,EHR-1,8/26/2018,06:30:00 pm,0,2018-08-26 18:30:00,8.5314,10.611,0.0014000000000001123
4,EHR-1,8/26/2018,06:40:00 pm,0,2018-08-26 18:40:00,8.5299,10.597,0.0009999999999999788
5,EHR-1,8/26/2018,06:50:00 pm,0,2018-08-26 18:50:00,8.5286,10.587,0.0009000000000000341
6,EHR-1,8/26/2018,07:00:00 pm,0,2018-08-26 19:00:00,8.5282,10.578,0.0006000000000000227
7,EHR-1,8/26/2018,07:10:00 pm,0,2018-08-26 19:10:00,8.5272,10.572,0.0004999999999999005
8,EHR-1,8/26/2018,07:20:00 pm,0,2018-08-26 19:20:00,8.5269,10.567,0.0006000000000000227
9,EHR-1,8/26/2018,07:30:00 pm,0,2018-08-26 19:30:00,8.5267,10.561,0.00030000000000001136
10,EHR-1,8/26/2018,07:40:00 pm,0,2018-08-26 19:40:00,8.5263,10.558,0.00030000000000001136
11,EHR-1,8/26/2018,07:50:00 pm,0,2018-08-26 19:50:00,8.5264,10.555,0.00030000000000001136
12,EHR-1,8/26/2018,08:00:00 pm,0,2018-08-26 20:00:00,8.5265,10.552,0.00019999999999988915
13,EHR-1,8/26/2018,08:10:00 pm,0,2018-08-26 20:10:00,8.5265,10.55,0.0002000000000000668
14,EHR-1,8/26/2018,08:20:00 pm,0,2018-08-26 20:20:00,8.5265,10.548,0.00030000000000001136
15,EHR-1,8/26/2018,08:30:00 pm,0,2018-08-26 20:30:00,8.5265,10.545,9.999999999994457e-05
16,EHR-1,8/26/2018,08:40:00 pm,0,2018-08-26 20:40:00,8.5267,10.544,0.0002000000000000668
17,EHR-1,8/26/2018,08:50:00 pm,0,2018-08-26 20:50:00,8.5273,10.542,0.0002000000000000668
18,EHR-1,8/26/2018,09:00:00 pm,0,2018-08-26 21:00:00,8.5285,10.54,9.999999999994457e-05
19,EHR-1,8/26/2018,09:10:00 pm,0,2018-08-26 21:10:00,8.5285,10.539,0.00019999999999988915
