well_id,DateTime,raw_Level_m,Temp_c,deployment_id,Rate of Change,temp_threshold
EHR-1,2025-05-26 07:50:00,8.9113,5.822,EHR-1_2025_0526_1031,0.0001,0.1
EHR-1,2025-05-26 08:00:00,8.9114,5.822,EHR-1_2025_0526_1031,0.0,0.1
EHR-1,2025-05-26 08:10:00,8.9122,5.823,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 08:20:00,8.9126,5.824,EHR-1_2025_0526_1031,9.999999999994457e-05,0.1
EHR-1,2025-05-26 08:30:00,8.913,5.824,EHR-1_2025_0526_1031,0.0,0.1
EHR-1,2025-05-26 08:40:00,8.9136,5.825,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 08:50:00,8.9139,5.826,EHR-1_2025_0526_1031,9.999999999994457e-05,0.1
EHR-1,2025-05-26 09:00:00,8.9142,5.827,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 09:10:00,8.9151,5.827,EHR-1_2025_0526_1031,0.0,0.1
EHR-1,2025-05-26 09:20:00,8.9151,5.828,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 09:30:00,8.9153,5.829,EHR-1_2025_0526_1031,9.999999999994457e-05,0.1
EHR-1,2025-05-26 09:40:00,8.9146,5.83,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 09:50:00,8.913,5.83,EHR-1_2025_0526_1031,0.0,0.1
EHR-1,2025-05-26 10:00:00,8.9121,5.831,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 10:10:00,8.9107,5.832,EHR-1_2025_0526_1031,9.999999999994457e-05,0.1
EHR-1,2025-05-26 10:20:00,8.9084,5.832,EHR-1_2025_0526_1031,0.0,0.1
EHR-1,2025-05-26 10:30:00,8.9071,5.833,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 10:40:00,8.9056,5.834,EHR-1_2025_0526_1031,9.999999999994457e-05,0.1
EHR-1,2025-05-26 10:50:00,8.906,5.835,EHR-1_2025_0526_1031,0.0001000000000000334,0.1
EHR-1,2025-05-26 11:00:00,8.9062,5.835,EHR-1_2025_0526_1031,0.0,0.1
